position_index,position_m,position_nm,position_over_box_width,quantum_number_n,wavefunction_m_neg_half,probability_density_m_inv,box_width_times_density
55,2.7499999999999999e-11,0.0275,0.027499999999999997,4,15148.820324507471,229486757.22421065,0.22948675722421066
56,2.8e-11,0.028000000000000001,0.027999999999999997,1,3928.8249478431349,15435665.470794611,0.015435665470794611
56,2.8e-11,0.028000000000000001,0.027999999999999997,2,7827.2691499734374,61266142.346125893,0.061266142346125894
56,2.8e-11,0.028000000000000001,0.027999999999999997,3,11665.186788352969,136076582.80716464,0.13607658280716464
56,2.8e-11,0.028000000000000001,0.027999999999999997,4,15412.900083649152,237557488.98855203,0.23755748898855206
57,2.8499999999999999e-11,0.028499999999999998,0.028499999999999998,1,3998.7966125898743,15990374.348860253,0.015990374348860255
57,2.8499999999999999e-11,0.028499999999999998,0.028499999999999998,2,7965.5579372576049,63450113.25180763,0.063450113251807633
57,2.8499999999999999e-11,0.028499999999999998,0.028499999999999998,3,11868.50532820909,140861418.72572756,0.14086141872572758
57,2.8499999999999999e-11,0.028499999999999998,0.028499999999999998,4,15676.371367886641,245748619.26389608,0.2457486192638961
58,2.9e-11,0.029000000000000001,0.028999999999999998,1,4068.7584107034804,16554795.004670313,0.016554795004670313
58,2.9e-11,0.029000000000000001,0.028999999999999998,2,8103.7681077007574,65671057.543387912,0.065671057543387923
58,2.9e-11,0.029000000000000001,0.028999999999999998,3,12071.560309284992,145722568.30070478,0.14572256830070479
58,2.9e-11,0.029000000000000001,0.028999999999999998,4,15939.223775824774,254058854.57581776,0.25405885457581778
59,2.9500000000000002e-11,0.029500000000000002,0.029499999999999998,1,4138.7101695601714,17128921.867620781,0.017128921867620783
59,2.9500000000000002e-11,0.029500000000000002,0.029499999999999998,2,8241.898297224312,67928887.54178901,0.06792888754178901
