energy_index,angle_index,incident_energy_kev,theta_deg,scattered_to_incident_energy_ratio,differential_cross_section_m2_sr,differential_cross_section_barn_sr,relative_differential_cross_section,theta_density_m2_rad,theta_pdf_rad_inv,total_cross_section_m2,total_cross_section_barn
0,27,50,6.75,0.9993222251229712,7.8752521672073875e-30,0.078752521672073875,0.99174697957159408,5.8159465617306874e-30,0.10357746465859151,5.6150694370643376e-29,0.56150694370643373
0,28,50,7,0.99927119068302761,7.8703364253578616e-30,0.078703364253578614,0.99112792991729592,6.0265343564112091e-30,0.10732786876384548,5.6150694370643376e-29,0.56150694370643373
0,29,50,7.25,0.99921831535061245,7.8652461547221586e-30,0.078652461547221594,0.99048690148785956,6.236601499410362e-30,0.11106900046940422,5.6150694370643376e-29,0.56150694370643373
0,30,50,7.5,0.99916360071749566,7.8599818049474864e-30,0.07859981804947487,0.98982395090829844,6.4461302676996605e-30,0.11480054414197623,5.6150694370643376e-29,0.56150694370643373
0,31,50,7.75,0.99910704843038345,7.8545438409199832e-30,0.078545438409199836,0.9891391367226966,6.6551030288278765e-30,0.11852218576138014,5.6150694370643376e-29,0.56150694370643373
0,32,50,8,0.99904866019082417,7.8489327427096168e-30,0.078489327427096175,0.98843251938726928,6.8635022438427504e-30,0.12223361297257825,5.6150694370643376e-29,0.56150694370643373
0,33,50,8.25,0.99898843775511126,7.8431490055132963e-30,0.07843149005513296,0.98770416126319915,7.0713104701925155e-30,0.12593451513735024,5.6150694370643376e-29,0.56150694370643373
0,34,50,8.5,0.99892638293418401,7.8371931395962587e-30,0.078371931395962588,0.98695412660925486,7.2785103646066836e-30,0.12962458338559787,5.6150694370643376e-29,0.56150694370643373
0,35,50,8.75,0.99886249759352219,7.8310656702316362e-30,0.078310656702316364,0.98618248157418076,7.4850846859553811e-30,0.13330351066626742,5.6150694370643376e-29,0.56150694370643373
0,36,50,9,0.99879678365304259,7.8247671376383605e-30,0.07824767137638361,0.98538929418887711,7.6910162980867452e-30,0.1369709917978815,5.6150694370643376e-29,0.56150694370643373
0,37,50,9.25,0.99872924308698685,7.8182980969172541e-30,0.078182980969172547,0.98457463435835157,7.8962881726416646e-30,0.14062672351866748,5.6150694370643376e-29,0.56150694370643373
0,38,50,9.5,0.99865987792381106,7.811659117985459e-30,0.078116591179854589,0.98373857385346208,8.1008833918453878e-30,0.14427040453627374,5.6150694370643376e-29,0.56150694370643373
0,39,50,9.75,0.99858869024607,7.804850785509141e-30,0.078048507855091417,0.98288118630244203,8.3047851512753323e-30,0.14790173557706221,5.6150694370643376e-29,0.56150694370643373
0,40,50,10,0.99851568219029785,7.7978736988344543e-30,0.077978736988344552,0.98200254718220625,8.5079767626045093e-30,0.15152041943496672,5.6150694370643376e-29,0.56150694370643373
0,41,50,10.25,0.99844085594688792,7.7907284719168649e-30,0.077907284719168649,0.98110273380945101,8.7104416563200507e-30,0.15512616101990773,5.6150694370643376e-29,0.56150694370643373
0,42,50,10.5,0.99836421375996753,7.7834157332487743e-30,0.077834157332487747,0.98018182533153908,8.9121633844162308e-30,0.15871866740575297,5.6150694370643376e-29,0.56150694370643373
0,43,50,10.75,0.99828575792727214,7.7759361257854947e-30,0.077759361257854945,0.97923990271717809,9.1131256230614237e-30,0.16229764787781387,5.6150694370643376e-29,0.56150694370643373
0,44,50,11,0.99820549080001286,7.768290306869526e-30,0.077682903068695255,0.97827704874688393,9.3133121752384093e-30,0.16586281397986738,5.6150694370643376e-29,0.56150694370643373
0,45,50,11.25,0.9981234147827448,7.7604789481532356e-30,0.077604789481532363,0.9772933480032443,9.5127069733575625e-30,0.16941387956069484,5.6150694370643376e-29,0.56150694370643373
